"Project ID","Project Name","Project Manager","Status","Order Name","Customer","Customer Contact Name","End Customer","PO Value","Est. Cost","Est. GM%","Rev. Cost","Rev. GM %","Act. Cost","Act. GM %","# Del.","# Del. Completed","Del Hit Ratio","Invoiced Amt","Receipts","BOM Del (Amt)","BOM Pending (Amt)","BOM (M) - Open Positions","Vendor Invoices","Vendor Payment","# Delayed Tasks","% Tasks on Time","Requirement Volatility","# Change Requests","# Pending Issues","# Client Reported Issues","# Pending HP Issues","Cust. Type","Del. Node","Business Model","Delivery Model","LOB/PF","Industry of Customer","ESD","EED","RSD","RED","ASD","AED","EE","RE","AE","Avg. Actual Weekly Effort","Est. # Res","Rev. # Res","Act. # Res","EMD Amount","PG Amt","# Total Risks","# Open Risks","Total REI","Planned Value","Earned Value","BAC","ETC","EAC","SV %","SPI","CV %","CPI","TCPI","Type","Program ID","Portfolio ID","Domain"
"72","bob fi","VIMAL","Suspended","","Bank of Baroda (FI Deptt.)","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","1","","","","","BFSI","","14 Dec 2015","30 Dec 2019","14 Dec 2015","","14 Dec 2015","","0","","0","","","","","","","","","","","","","","","","","","","","Contract Project - O and M","","",""
"9","Printing & Stationery - GJU","VAIBHAV","Suspended","","Ricoh India LImited","","Guru Jhambeshwar University","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","BFSI","","19 Feb 2016","27 Feb 2021","","","","","0","","0","","","","","","","","","","","","","","","","","","","","Z-Others","","",""
"60","SB-Digital Maketing(FDS PMO)","VAIBHAV","Suspended","","Paramita","","SB-Godrej","","0","0","0","0","0","0","1","0","","","","","","","","","","","","","47","0","0","IT Consultancy Services","","","","BFSI","","09 Jun 2016","30 Dec 2016","","30 Dec 2016","","","20","","0","","","","","","","","","","","","","","","","","","","","BOLT","","131",""
"61","SB-Digital Maketing","VAIBHAV","Suspended","","UPTRON POWERTRONICS LTD.","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","BFSI","","31 May 2016","30 Aug 2016","","06 Jul 2016","","","0","","0","","","","","","","","","","","","","","","","","","","","Z-Others","","133",""
"64","SB-digital marketing(host4dcloud)","VAIBHAV","Open","","JAIPUR DEVELOPMENT AUTHORITY","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","zOthers","","","","BFSI","","30 Jun 2016","30 Jul 2019","","29 Jul 2016","","","0","","0","","","","","","","","","","","","","","","","","","","","BOT","","133",""
"1","Bertelsmann Project","Sunil","Open","","Munich Govt","","Munich Govt","","1,095,937,909.5","0","1,095,937,909.5","0","1,095,937,909.5","0","1,124","1,109","","","","","","","","","","","","","47","0","3","","","","","Education","","23 Mar 2015","16 Nov 2020","23 Mar 2015","20 Aug 2020","23 Mar 2015","","0","","51","","","","","","","","","","","","","","","","","","","","BOOT","121","131",""
"32","Smart Lighting","SUMIT","Suspended","","Sterlite","","Sterlite","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Security & Surveillance","","08 Jun 2016","17 Jul 2016","","","","","0","","0","","","","","","","","","","","","","","","","","","","","Contract Project Only","","",""
"65","ERMS MP EPIC/ MPSEDC","SHRIKANT","Suspended","","Company - Patna","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOOT","","",""
"26","DOP","SANGHAMITRA","Suspended","","AIG BANDA","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOT","","",""
"71","e-mitra","RAHUL","Suspended","","Rajcomp Info Services Ltd.","","Rajcomp Info Services Ltd.","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","1","","","","","Smart Governance","","14 May 2015","13 May 2019","","19 May 2017","31 May 2015","","0","","0","","","","","","","","","","","","","","","","","","","","Z-Others","128","132",""
"3","Biometric System (NDMC)","R","Closed","","","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Education","","20 Feb 2016","28 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","",""
"6","Pune Land Records","R","Suspended","","CEG Karnatka","","Army - Signals","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","15 Dec 2016","","","0","","399","","","","","","","","","","","","","","","","","","","","BOT","128","132",""
"7","Document Management - Fortis Hospital","R","Open","","BHARAT SANCHAR NIGAM LIMITED","","Fortis Hospital","","150,000","0","150,000","0","150,000","0","0","0","","","","","","","","","","","","","47","0","0","Government Sector","","","","Smart Governance","","15 Sep 2015","27 Feb 2017","","27 Feb 2017","","","0","","0","","","","","","","","","","","","","","","","","","","","Contract Project Only","128","132",""
"11","IDBI Bank","R","Suspended","","NCR Corporation India Pvt.Ltd","","Army - Signals","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","Corporate","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOT","","",""
"13","SIDBI Bank","R","Suspended","","Army - Signals","","Army - Signals","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOT","","",""
"14","UCO Bank","R","Suspended","","Paramita","","Army - Signals","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","IT Consultancy Services","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOT","","",""
"34","Digitisation, Scanning , Printing","R","Suspended","","A R Interior Designers","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","Corporate","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOOT","","",""
"44","Printing of Caste Census Data","R","Suspended","","MP state Electronics corporation Limited","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","Government Sector","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","Contract Project Only","","",""
"49","Scanning, Digitization and Uploading","R","Suspended","","Bharat Sanchar Nigam Limited (BSNL)","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","Corporate","","","","Smart Governance","Apparel and Accessories","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOT","","",""
"88","NTPC Supply & Installation","R","Suspended","","Fortis Hospital","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","BFSI","","09 Feb 2016","01 Dec 2016","","","","","0","","0","","","","","","","","","","","","","","","","","","","","Contract Project Only","","",""
"89","BSNL PC Supply and Installation","R","Suspended","","Assam Govt","","","","0","0","0","0","0","0","16","16","","","","","","","","","","","","","47","0","0","","","","","BFSI","","22 Mar 2016","13 Oct 2016","","","31 Jul 2016","","0","","0","","","","","","","","","","","","","","","","","","","","Z-Others","","",""
"90","CSC Egov- Biometric Machine Supply","R","Suspended","","AFNET","","CSC E-Governance Services India Pvt. Ltd.","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","1","","","","","BFSI","","31 Dec 2015","01 Dec 2016","","","","","0","","0","","","","","","","","","","","","","","","","","","","","Contract Project - O and M","","",""
"91","NTPC LTD.","R","Suspended","","Munich Govt","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Smart Governance","","27 Feb 2016","27 Feb 2016","","","","","0","","0","","","","","","","","","","","","","","","","","","","","Contract Project Only","","",""
"99","BSNL PC Supply and Installation 41 Desktop","R","Suspended","","CEG Karnatka","","Bharat Sanchar Nigam Limited (BSNL)","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","BFSI","","20 Nov 2016","09 Jan 2017","","","11 Dec 2016","","0","","0","","","","","","","","","","","","","","","","","","","","Contract Project - O and M","","",""
"77","Digitization & Scanning of DEEDS at WB","Pawan","Suspended","","Railtel Corporation of India Limited","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","Government Sector","","","","Smart Governance","","14 Feb 2016","30 May 2016","14 Feb 2016","","18 Feb 2016","","0","","0","","","","","","","","","","","","","","","","","","","","Contract Project Only","","",""
"22","RUIFDCO","PALIN","Suspended","","UPTRON POWERTRONICS LTD.","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOT","","",""
"51","State Wide Integration","PALIN","Open","","Company - Agartala","","Rajasthan Govt","","1,233,722,011","100","1,233,722,011","0","1,239,612,511","100","185","24","","","","","","","","","","","","","47","0","1","","","","","Smart Governance","","03 Sep 2015","03 Sep 2018","03 Sep 2015","","03 Sep 2015","","0","","0","","","","","","","","","","","","","","","","","","","","BOT","148","133",""
"118","ict delhi","NILACHALA","Suspended","","Geological Survey of India","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","BFSI","","09 Jan 2017","09 Jan 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","Z-Others","","",""
"70","Bank of Baroda ( Financial inclusion)","MOHIT","Open","","Bank of Baroda (FI Deptt.)","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","1","","","","","BFSI","","31 Dec 2015","30 Dec 2019","","","","","0","","0","","","","","","","","","","","","","","","","","","","","Contract Project Only","138","63",""
"148","Adhar - two factor authentication","Mohammed","Suspended","","CEG Karnatka","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","BFSI","","31 May 2017","31 May 2020","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOOT","","133",""
"150","Digital Marketing","Mohammed","Suspended","","Lloyd Electric & Engineering Ltd","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","IT Infrastucture and Service","","","","BFSI","","31 May 2017","31 May 2020","","","","","0","","0","","","","","","","","","","","","","","","","","","","","Contract Project - O and M","","133",""
"8","Pune Land Record Scanning","Mark","Open","","AIG BADAUN","","Ricoh India Ltd. - Delhi","","117,247,765,319,623.3","2.75","0","0","0","0","0","0","","","","","","","","","","","","","47","8","11","","","","","Smart Governance","","30 Jul 2014","29 Mar 2017","30 Jul 2014","","30 Jul 2014","","0","","0","","","","","","","","","","","","","","","","","","","","Contract Project Only","149","132",""
"10","Deed Scanning","Mark","Open","","Test","","Army - Signals","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOOT","121","131",""
"15","Uttar Pradesh Police Technical Services","Mark","Suspended","","Lloyd Electric & Engineering Ltd","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","IT Infrastucture and Service","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOT","","",""
"16","Kashi Gomti Samyut Gramin Bank","Mark","Suspended","","Guru Jhambeshwar University","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOOT","","",""
"17","Handloom","Mark","Suspended","","DMRC","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","zOthers","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOT","","",""
"18","Inspector General of Revenue & Stamps","Mark","Suspended","","Company - Agra","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOOT","","",""
"19","District Supply Offices","Mark","Suspended","","Company - Bangalore","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOOT","","",""
"20","Uttar Pradesh Irrigation Department","Mark","Suspended","","Department of Information Technology & Comm.","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOLT","","",""
"21","Various Bank Projects","Mark","Suspended","","AIG BADAUN","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOT","","",""
"24","CG-SWAN","Mark","Suspended","","IIT BHU","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","Government Sector","","","","Smart Governance","Aerospace","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOT","","",""
"27","CISCO L0","Mark","Suspended","","Company - Guwahati","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOT","","",""
"28","Bharti EPT","Mark","Suspended","","Paramita","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","IT Consultancy Services","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOOT","","",""
"29","Gurgaon NOC","Mark","Suspended","","AIG BADAUN","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOOT","","",""
"30","FLM Support","Mark","Suspended","","Company - Jammu","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOT","","",""
"47","Media Converter for eDistrict Zone-2","Mark","Suspended","","NCR Corporation India Pvt.Ltd","","NCR Corporation India Pvt.Ltd","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","Corporate","","","","Smart Governance","","02 Jun 2016","09 Jul 2016","","09 Jul 2017","","","0","","0","","","","","","","","","","","","","","","","","","","","Contract Project Only","121","131",""
"53","UID","Mark","Suspended","","Airbus","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOLT","","",""
"54","LED HP","Mark","Suspended","","JAIPUR DEVELOPMENT AUTHORITY","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","zOthers","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","Z-Others","","",""
"55","UIDAI-Webel","Mark","Suspended","","Company - Gwalior","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOT","","",""
"56","UIDAI-Eastern Railway/Aadhar","Mark","Suspended","","Company - Nagpur","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","PPP","","",""
"57","National Population Registrar","Mark","Suspended","","AIG BADAUN","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOT","","",""
"58","Tablet Distribution","Mark","Suspended","","DMRC","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","zOthers","","","","Smart Governance","","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","Z-Others","","",""
"59","Laptop Distribution","Mark","Suspended","","Megasoft Information System P. Ltd.","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","IT Consultancy Services","","","","Smart Governance","Advertising","19 Feb 2016","27 Feb 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOLT","","",""
"75","HSSPP Haryana","Mark","Suspended","","Sterlite","","","","1,146,918","87.72","0","0","1,146,918","87.72","22","22","","","","","","","","","","","","","47","0","0","","","","","Smart Governance","","31 Aug 2015","15 Oct 2016","31 Aug 2015","16 Oct 2016","31 Aug 2015","","0","","0","","","","","","","","","","","","","","","","","","","","Contract Project Only","","",""
"80","Gujrat Informatics Ltd","Mark","Suspended","","Ricoh India LImited","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","1","","","","","Smart Governance","","04 Jan 2016","04 Jan 2019","","","","","0","","0","","","","","","","","","","","","","","","","","","","","Contract Project - O and M","","",""
"96","Resident Engineers","Mark","Suspended","","SB-NIRMA","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","Corporate","","","","Distribution & Others","Banking","31 Dec 2015","30 Mar 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOOT","","",""
"138","Queensland Programs","Mark","Open","","Sterlite","","Sterlite","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Healthcare","","16 Apr 2017","29 Apr 2018","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOT","","63",""
"152","Wi-Fi   Network  Connectivity","Mark","Open","","AIG BADAUN","","AIG BADAUN","","31,645,402.5","-11.62","31,645,402.5","-11.62","31,645,402.5","-11.62","30","0","","","","","","","","","","","","","47","3","4","","","","","Smart Governance","","19 May 2015","30 Nov 2015","12 May 2016","09 Feb 2016","12 May 2016","","0","","0","","","","","","","","","","","","","","","","","","","","BOOT","128","132",""
"25","ICT ODISHA","M C","Suspended","","Govt India","","Govt India","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Education","","18 Apr 2016","18 Apr 2016","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOOT","","",""
"74","ICT @ SChool Odisha","M C","Suspended","","Ricoh India Ltd. - Odisha","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Education","","31 Jul 2016","31 Aug 2021","","29 May 2017","","","0","","0","","","","","","","","","","","","","","","","","","","","BOOT","150","133",""
"79","ict orissa","M C","Suspended","","","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","BFSI","","28 Nov 2016","28 Nov 2016","","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","",""
"81","ict orissa","M C","Suspended","","","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","BFSI","","28 Nov 2016","28 Nov 2016","","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","",""
"82","ict orissa","M C","Suspended","","","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","BFSI","","28 Nov 2016","28 Nov 2016","","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","",""
"95","ict orissa","M C","Suspended","","","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","BFSI","","06 Dec 2016","06 Dec 2016","","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","",""
"23","Supply, Installation, Testing and Commission of Transmission","James","Open","","CEG Karnatka","","BSNL","","704,876,554.92","41.01","0","0","704,724,562.92","41.02","8","0","","","","","","","","","","","","","47","0","0","","","","","Smart Governance","","31 Oct 2015","29 Jan 2026","","","","","0","","0","","","","","","","","","","","","","","","","","","","","Contract Project Only","138","63",""
"63","Portfolio 1 - Healthcare","James","Open","","Railtel Corporation of India Limited","","Railtel Corporation of India Limited","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","Government Sector","","","","Healthcare","","16 Apr 2017","16 Apr 2020","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOOT","","",""
"120","Parmita Project","James","Suspended","","Railtel Corporation of India Limited","","","","30,000,000","25","0","0","0","0","2","0","","","","","","","","","","","","","47","0","0","Government Sector","","","","Education","","30 Mar 2017","30 Oct 2017","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOLT","","",""
"123","SAP Implementation Phase2","James","Suspended","","","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Healthcare","","28 Feb 2018","30 Mar 2019","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOOT","121","",""
"124","SAP Implementation Phase3","James","Suspended","","","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Healthcare","","13 Mar 2017","30 Mar 2018","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOOT","","",""
"125","SAP Implementation Phase2","James","Suspended","","","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","Healthcare","","28 Feb 2018","30 Mar 2019","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOOT","121","",""
"128","Infra management program1","James","Open","","Airbus","","Airbus","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","BFSI","","14 May 2018","14 Nov 2018","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOLT","","132",""
"129","Ideas to improve the efficiency of Fligh Operations project","James","Suspended","","Airbus","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","BFSI","","27 Apr 2017","30 Oct 2020","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOLT","121","131",""
"130","Federal  Demo","James","Suspended","","Paramita","","Additional Distt Magistrate F&R,Kushinagar","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","IT Consultancy Services","","","","BFSI","","31 Dec 2016","30 May 2017","","10 May 2017","","","50","","0","","","","","","","","","","","","","","","","","","","","BOT","121","131",""
"131","Portfolio 2 - Tools & Technologies","James","Open","","","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","BFSI","","28 Feb 2017","29 Feb 2020","","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","",""
"132","Portfolio 3 - BFSI","James","Open","","","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","BFSI","","26 Mar 2017","30 Mar 2020","","","","","0","","0","","","","","","","","","","","","","","","","","","","","BOOT","","",""
"133","Portfolio 4 - Infra Management","James","Open","","","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","47","0","0","","","","","BFSI","","26 Mar 2017","30 Mar 2020","","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","",""
